,data,data,loo_ptest[DP],loo_ptest[DP],loo_ptest[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],subgraph_metrics[DP],subgraph_metrics[DP],subgraph_metrics[DP]
C0232513,Premature tooth loss,,18,0.16,0.16,0.2,0.15,0.9272784251822276,0.02302825171265075,0.2,0.1,0.9278193045173871,0.015069668676058962,0.2,0.0,0.851745670644,0.00539939039308,0.1,0.1,0.8769325409721899,0.023309654004828456,0.05,0.05,0.5522099447513812,0.003099830710337283,0.0,0.0,0.4930358883885046,8.356201128318405e-05,0.0,0.0,0.66294628348577,0.0009120557623374928,0.9791821561338291,0.9225499189975211,0.0915032679738562
C0221765,Chronic schizophrenia,,12,0.22,0.7,0.0,0.0,0.6381886748665583,0.00032014459531210437,0.0,0.0,0.647717567881179,0.00026486827533574403,0.0,0.0,0.5189545138080001,0.000237227386773,0.1,0.0,0.6850661406358783,0.0024585222791610466,0.0,0.0,0.5819517289394289,0.0009331976591700084,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.5586400556973776,0.0003236421806641888,0.9895941727367326,0.9627027552044548,0.07575757575757576
C0013274,Patent ductus arteriosus,cardiovascular system ,76,0.01,0.46,0.09642857142857142,0.04107142857142857,0.8130971223739252,0.010613527952473115,0.08035714285714286,0.028571428571428567,0.8155551085012004,0.010371507916389636,0.08035714285710001,0.0285714285714,0.766018059149,0.0171687158049,0.09107142857142857,0.025,0.7529053083455811,0.005117285853985463,0.0,0.0,0.6478815165561592,0.001082073386624325,0.05357142857142857,0.026785714285714284,0.5263632479200888,0.00549767647837299,0.0375,0.0125,0.6239657803906441,0.0023906656936597,0.9779935275080908,0.6208115536409243,0.023859649122807015
C0151639,Decreased fertility in females,,20,0.0,0.21,0.4,0.25,0.8430294377118447,0.058757584825613815,0.45,0.1,0.8373578028509077,0.0657311214719172,0.4,0.15,0.8239576078380001,0.0660777099305,0.2,0.05,0.8534313042670754,0.05471566407116503,0.2,0.0,0.736580071504852,0.006692254844069656,0.1,0.1,0.5686028694804289,0.0630667314763124,0.1,0.1,0.8240934206249708,0.02235958627915425,0.9745331069609507,0.9502374292590906,0.07894736842105263
C0151632,ESR raised,,20,0.03,0.0,0.4,0.1,0.8700422528671587,0.05810595811810095,0.35,0.1,0.8619724195570413,0.014782306633975284,0.35,0.1,0.8457816780419999,0.018964640793400003,0.0,0.0,0.8617286530157404,0.0021126340352081397,0.05,0.0,0.6602231044249433,0.001962761384600125,0.25,0.1,0.6444235501694758,0.009551300940603757,0.2,0.15,0.784742536100664,0.01780463207582914,0.9618473895582328,0.9224118389948512,0.1
C0034885,Rectal Neoplasms,gastrointestinal system ,18,0.01,0.0,0.5,0.45,0.9562421653744372,0.041465283416433886,0.6,0.4,0.9486489623473698,0.13945818079323702,0.5,0.45,0.945378151261,0.28262698783100004,0.45,0.35,0.9434560564557316,0.07509948815396947,0.05,0.0,0.8217953479734434,0.0038695822968611744,0.35,0.3,0.6949765541575748,0.14898505730966022,0.45,0.35,0.8447769162913783,0.0901216005586922,0.9763177998472116,0.8460596518848946,0.20261437908496727
C0034880,Hyperacusis,,11,0.66,0.73,0.2,0.2,0.8128631764596678,0.15093265981084242,0.2,0.2,0.8164021164021165,0.012997177389780104,0.1,0.1,0.754812958322,0.0139436968656,0.0,0.0,0.7814629165506359,0.0012961312806968554,0.0,0.0,0.5883737120579225,0.0010998368434077352,0.1,0.0,0.593075280794579,0.0020169114862070717,0.0,0.0,0.6521024784182679,0.0010691573979918604,0.9910581222056632,0.9580216273710336,0.054545454545454536
C0375206,Hemiplegia and hemiparesis,,38,0.01,0.39,0.06666666666666668,0.03333333333333333,0.7842317641773937,0.008147939641247898,0.03333333333333333,0.0,0.7690355035085272,0.0014225750710166868,0.0,0.0,0.695546958502,0.000752378107305,0.03333333333333333,0.0,0.7397292315318247,0.0023049606641338503,0.025,0.0,0.5847061511532445,0.0007251479232041865,0.025,0.0,0.5056543054974674,0.0007274659713177613,0.025,0.0,0.5608013073717799,0.0009473802885261516,0.9847939175670268,0.8641206125749072,0.027027027027027032
C1142166,Brugada Syndrome (disorder),cardiovascular system ,15,0.11,0.12,0.2,0.0,0.7404024695942809,0.002542483397040935,0.15,0.15,0.7372760189397456,0.12594071770208598,0.15,0.15,0.7310068703,0.0629672560512,0.1,0.05,0.7851963605979018,0.004025480022400276,0.1,0.05,0.5447486305821186,0.003469433612831866,0.0,0.0,0.4930368582304336,6.962603088540491e-05,0.05,0.0,0.8254688515458175,0.0014984715255890052,0.9527027027027029,0.990344383649823,0.06666666666666668
C1860127,Impaired T cell function,,14,0.08,0.02,0.0,0.0,0.5790221881817759,0.00035630027571177566,0.0,0.0,0.566419486608179,0.0002326749690081735,0.0,0.0,0.465655897507,0.00012674422768600002,0.05,0.0,0.6003551037459964,0.0011543352834719905,0.0,0.0,0.5654969131504433,0.0011309672719881426,0.0,0.0,0.4930371814510514,6.498156648788272e-05,0.0,0.0,0.4411432948057373,0.00013506444040786855,0.98015873015873,0.992283099988976,0.054945054945054944
C0027055,Myocardial Reperfusion Injury,,38,0.0,0.03,0.21666666666666665,0.125,0.9270725870161252,0.01905226710565109,0.18333333333333326,0.1,0.8991414563873785,0.014054975960140914,0.2,0.15,0.904909227504,0.111377424813,0.075,0.05,0.8776277165915392,0.0077064938765546345,0.0,0.0,0.7558423176417739,0.0015345590409155266,0.125,0.125,0.5810922905339468,0.05699061424194705,0.125,0.05,0.7492564710256052,0.029472609601185286,0.961349870204788,0.762836888491506,0.0953058321479374
C0241703,High pitched voice,,22,0.78,0.16,0.03333333333333333,0.0,0.8461728968346103,0.0023506681575755145,0.08333333333333333,0.0,0.8681472022289297,0.003734881056993924,0.0,0.0,0.8574166086220001,0.000957146944854,0.0,0.0,0.8328101540128472,0.0006322327743836974,0.0,0.0,0.5209031808683539,0.00023185380176399747,0.05,0.0,0.5432644532156954,0.0011124543139570606,0.0,0.0,0.6772602739726027,0.0005599375090177782,0.9856115107913668,0.8777342338586398,0.05194805194805195
C0016978,gallbladder neoplasm,cancer,10,0.0,0.02,0.3,0.2,0.8762310298417413,0.027562045720988543,0.4,0.4,0.8985682461595582,0.07886067096611607,0.5,0.4,0.8836752216089999,0.17279284499699998,0.6,0.4,0.9246530839560032,0.057016893857750835,0.0,0.0,0.906877987654894,0.0012307687074478418,0.3,0.2,0.7446303429711791,0.0250811509228034,0.1,0.1,0.8502622174780712,0.02609467732663186,0.9829440118650352,0.8395082239574679,0.5111111111111111
C3489396,"Hypogonadism, Isolated Hypogonadotropic",,71,0.0,0.06,0.12678571428571428,0.042857142857142864,0.7820850952779883,0.008807729150318933,0.09821428571428573,0.0,0.762033500219412,0.004992655649780858,0.0696428571429,0.0,0.7161703301819999,0.00313815946567,0.09821428571428573,0.014285714285714284,0.7285151626973045,0.017777088112524646,0.014285714285714284,0.0,0.6741895885693009,0.0017568405221617873,0.014285714285714284,0.014285714285714284,0.527872343785322,0.014935257297851997,0.042857142857142864,0.014285714285714284,0.6225171540272071,0.002368423877550593,0.9686311787072244,0.7754493895991541,0.026559356136820925
C0234144,Dysgraphia,,16,0.03,0.62,0.15,0.15,0.8904681769648576,0.07674980587869186,0.2,0.1,0.8204946381319344,0.011855590175433537,0.15,0.1,0.830814493292,0.0071983393748600005,0.0,0.0,0.8516468594772759,0.0012525767933810323,0.0,0.0,0.6167041920059422,0.0004557904976833906,0.0,0.0,0.5180423378673229,0.00040519951720979135,0.0,0.0,0.5803398170929854,0.0001930284743393528,0.9893162393162394,0.8770526953056025,0.08333333333333333
C0234146,Absent reflex,,92,0.03,0.04,0.01111111111111111,0.01111111111111111,0.7729370292724591,0.002222914427464616,0.0,0.0,0.7716629137873023,0.0017025864297367569,0.0,0.0,0.721529363046,0.0015950692641300002,0.02222222222222222,0.0,0.7540744881849004,0.002453505673091492,0.0,0.0,0.6279168931335248,0.0011002287953476354,0.0,0.0,0.4930118798043327,0.00042842073523571237,0.02222222222222222,0.01111111111111111,0.6615358852913011,0.002124824173631721,0.9768570362075402,0.7181129692235024,0.014811275680840896
C0795690,Congenital omphalocele,gastrointestinal system ,20,0.1,0.24,0.05,0.0,0.7922760830199193,0.0016563675383080162,0.0,0.0,0.7856990295770071,0.0010230336800944137,0.05,0.0,0.7333588707809999,0.00244463728522,0.1,0.1,0.8224497376607698,0.008684818424349636,0.1,0.0,0.6280691368342851,0.0021167612853045747,0.0,0.0,0.4930352416771139,9.28548214866057e-05,0.05,0.0,0.7681455170172261,0.002036707189617347,0.9804364183596688,0.917118328915615,0.06842105263157895
C0031900,Pierre Robin Syndrome,musculoskeletal system ,11,0.54,0.26,0.15,0.0,0.7277800983941335,0.003533795994332197,0.15,0.0,0.6866912652000372,0.0035989088485642775,0.0,0.0,0.6951684767470001,0.0016475372064100001,0.0,0.0,0.7119906247099229,0.0009133855158352584,0.0,0.0,0.5772417153996101,0.0003506503212200755,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.0,0.0,0.5609649122807017,0.00026528852897719546,0.9917965545529124,0.6360917537746806,0.09090909090909093
C0009363,Congenital ocular coloboma (disorder),nervous system ,38,0.03,0.57,0.2333333333333333,0.1,0.7845433105627585,0.019273807741256976,0.175,0.1,0.8016905602800625,0.009796703942241249,0.18333333333299998,0.05833333333330001,0.730649852069,0.0143241434279,0.08333333333333333,0.0,0.758273696113512,0.0032812983247799536,0.0,0.0,0.6480321653732359,0.0009424490527184918,0.09166666666666666,0.0,0.5392943445327385,0.0026429452088590037,0.0,0.0,0.6062681041560172,0.0007514804368268749,0.985307621671258,0.7889712974357269,0.034139402560455195
C0271390,"Nystagmus, End-Position",,12,0.23,0.6,0.1,0.0,0.8401554885124158,0.0014160338078322802,0.15,0.0,0.8105871431886749,0.00266159759699234,0.0,0.0,0.8003225806450001,0.000780151731613,0.05,0.05,0.8635762357855651,0.0142249973930781,0.0,0.0,0.6494465073102809,0.0012752998230577226,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.6338129496402878,0.0009646831487770104,0.9895833333333334,0.93948776629758,0.10606060606060606
C1458155,Mammary Neoplasms,,422,0.0,0.09,0.10891472868217053,0.04258028792912514,0.8075488560199802,0.026733119128651027,0.11124031007751936,0.05210409745293466,0.8061400803409816,0.0281395815180658,0.0638427464009,0.0354374307863,0.7845105831020001,0.024345703533900004,0.06389811738648947,0.018936877076411958,0.8064655758045429,0.013834527028448942,0.0,0.0,0.7388929457600129,0.004340232182748371,0.06627906976744187,0.026135105204872645,0.5489026563139822,0.011467619755177077,0.040365448504983394,0.014285714285714284,0.7153577080944338,0.009602254066370063,0.8953827881427229,0.6372927973559556,0.023797998446488274
C1839254,Small capital femoral epiphyses,,10,0.09,0.29,0.2,0.1,0.6881491622963753,0.01008742275032033,0.2,0.1,0.7045505174734303,0.009078765168806593,0.0,0.0,0.725718197429,0.0006291508676039999,0.0,0.0,0.6967466468649928,0.0007875465394910736,0.0,0.0,0.4944609458393279,4.640801930573604e-05,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.1,0.0,0.7937439086647794,0.002911877984068271,0.9717314487632508,0.9931063008410312,0.08888888888888889
C0020224,Polyhydramnios,reproductive system ,84,0.0,0.23,0.08472222222222223,0.025,0.7874467677755528,0.005702643308630889,0.08472222222222223,0.0,0.7865636820399778,0.004360798152265185,0.0361111111111,0.0125,0.7493364405949999,0.0035708437320100006,0.04861111111111111,0.0375,0.7682706189167792,0.005983835591467696,0.025,0.0125,0.6459751457903206,0.0017645054665825816,0.0,0.0,0.5054283285987053,0.0005026448367127551,0.0,0.0,0.6961848083122473,0.0010630016631889068,0.9790099702641244,0.6471093775823885,0.01721170395869191
C0431399,Familial aplasia of the vermis,,19,0.03,0.47,0.2,0.0,0.7720145788838332,0.006029664276362122,0.25,0.15,0.7918748258891263,0.04632494683483986,0.35,0.2,0.7978758473399999,0.0420489237531,0.05,0.0,0.7777277370229362,0.003297193329780886,0.0,0.0,0.6284752530411366,0.0007032343121305543,0.25,0.15,0.6195062215618907,0.01582538233340167,0.15,0.05,0.8305529761352028,0.006377211012067753,0.991652754590985,0.9338969240171114,0.029239766081871343
C1445953,Poor eye contact,,12,0.6,0.18,0.0,0.0,0.7224947783708517,0.0009304492133012693,0.0,0.0,0.8020608029705268,0.00032738768117899564,0.05,0.0,0.8089626363429999,0.00179092113978,0.1,0.1,0.8684613599443027,0.005764564125399079,0.1,0.0,0.5882919470874912,0.00209242864914429,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.4563564632165236,0.000240912978997148,0.9854014598540146,0.9792908313767984,0.07575757575757576
C1834696,Hyporeflexia of lower limbs,,10,0.05,0.08,0.0,0.0,0.8723627419130274,0.002054341375192306,0.1,0.0,0.8144521279064371,0.0037666389002572256,0.1,0.0,0.861038659674,0.00247686305979,0.3,0.0,0.8797883696106187,0.004647124784043068,0.0,0.0,0.6840720285886666,0.0017650761094811587,0.1,0.0,0.5434376015222536,0.0015802287558367009,0.0,0.0,0.7719357683204159,0.002601851005430136,0.9803063457330417,0.9576129392080313,0.2
C0085605,Liver Failure,,71,0.0,0.0,0.3553571428571428,0.06964285714285715,0.8333218640709564,0.018913848588302862,0.3696428571428571,0.042857142857142864,0.8594982945705509,0.01999362145306396,0.355357142857,0.0571428571429,0.8194581022859999,0.022226296241700003,0.25357142857142856,0.12857142857142856,0.8325360533769498,0.04788214667360359,0.15535714285714286,0.05535714285714286,0.7548768051621654,0.008702249483717875,0.14285714285714285,0.08571428571428573,0.5724318825547532,0.015466360653320087,0.14285714285714285,0.057142857142857134,0.7813605370939216,0.019138383382035315,0.9280533797505076,0.8151547817376059,0.049899396378269616
C0085606,Urgency of micturition,,14,0.04,0.0,0.2,0.1,0.7505245323306874,0.014581397533798425,0.25,0.2,0.7765910040384347,0.13547535122936,0.2,0.2,0.856029800863,0.0674293001413,0.2,0.1,0.8621245880332358,0.0209376871045689,0.0,0.0,0.6544387968249546,0.0013521637405782432,0.0,0.0,0.4930371814510514,6.498156648788272e-05,0.0,0.0,0.6457596435036903,0.0006731504407090644,0.9883138564273791,0.9482114382273842,0.07692307692307693
C0427190,"Ataxia, Truncal",,21,0.15,0.63,0.0,0.0,0.7142981519316494,0.0006736177965094139,0.0,0.0,0.7106074325160969,0.000611378210814646,0.0,0.0,0.605953984027,0.000629006399127,0.0,0.0,0.6399215267459138,0.0007215970582281821,0.0,0.0,0.6047985543585934,0.0005909953063047878,0.0,0.0,0.4930349182763745,9.75014426491214e-05,0.0,0.0,0.6192104692917286,0.0006031096287929672,0.9838274932614556,0.8386359641413254,0.057142857142857134
C0085602,Polydipsia,,14,0.12,0.12,0.0,0.0,0.7235935106531124,0.0008211314321877477,0.05,0.0,0.7188541521607947,0.003176138402063252,0.0,0.0,0.7251856751610001,0.00121835492415,0.15,0.0,0.6515016478670566,0.00518557732886011,0.25,0.2,0.6213770134150305,0.011272192418971993,0.0,0.0,0.4930371814510514,6.498156648788272e-05,0.05,0.0,0.7342895604140557,0.0017324223372988967,0.9404255319148936,0.9872845909319056,0.07692307692307693
C0242383,Age related macular degeneration,monogenic ,18,0.0,0.04,0.25,0.1,0.6698361112400761,0.010300759544526604,0.25,0.05,0.7899995357258927,0.007446183636714638,0.25,0.15,0.785853567947,0.029169678626999998,0.1,0.05,0.8002495473327453,0.027558388417854258,0.2,0.05,0.6649008774780629,0.00539887456349044,0.05,0.05,0.5183852546543479,0.05007891970126973,0.05,0.05,0.7725428292864107,0.01875698361955911,0.9560761346998536,0.9698817941382848,0.09803921568627452
C1866134,Wide anterior fontanel,,44,0.0,0.02,0.305,0.235,0.8471963463952029,0.09422670355054916,0.255,0.21,0.8389397108724956,0.047380093624531765,0.355,0.23,0.816899316692,0.142608029302,0.28,0.195,0.8292502207967276,0.06968198301688495,0.145,0.05,0.6858039325059266,0.006993148148450229,0.12,0.12,0.5664293682889415,0.1204193188881984,0.02,0.02,0.7072398084878909,0.02199703605183893,0.9637980311209908,0.8077083314045531,0.06025369978858351
C3714581,Multicystic Dysplastic Kidney,,51,0.0,0.11,0.48,0.34,0.9123405096252208,0.10038385383448648,0.5,0.4,0.9190011314671874,0.11764511498176013,0.5,0.38,0.891023667814,0.119881892707,0.36,0.26,0.8964789671099538,0.11967562241644902,0.14,0.04,0.7793859853064261,0.00980917000803114,0.1,0.1,0.5635617967078954,0.058463023993338185,0.24000000000000005,0.14,0.7525273567066556,0.07170416862709847,0.9553998088563236,0.808936225483829,0.054901960784313725
C0080178,Spina Bifida,nervous system ,19,0.03,0.35,0.1,0.1,0.8642643235212184,0.07624595564002118,0.1,0.05,0.885417633949299,0.0063609422959316824,0.25,0.05,0.818436020058,0.00916249482332,0.15,0.05,0.8262512768130745,0.006174448955682965,0.1,0.0,0.5547926919862569,0.0012289307307391654,0.0,0.0,0.4930355650478225,8.820820068435815e-05,0.05,0.0,0.642536447209583,0.0021167984863416558,0.9840255591054312,0.95463310666802,0.05847953216374269
C0007194,Hypertrophic Cardiomyopathy,cardiovascular system ,89,0.0,0.26,0.17916666666666664,0.03333333333333333,0.8751143821294743,0.018471545999465436,0.2333333333333333,0.06666666666666668,0.8803849527979628,0.024001342703847874,0.201388888889,0.06666666666669999,0.850176425377,0.042890819343099996,0.07777777777777778,0.01111111111111111,0.8501887175744777,0.008119693966613056,0.0,0.0,0.7357071183466866,0.0018596910374209137,0.1125,0.06666666666666668,0.566516475425957,0.013055100898838929,0.03333333333333333,0.0,0.7679717745274621,0.00353687839579112,0.9579693034238488,0.5541223046469615,0.045454545454545456
C0080174,Spina Bifida Occulta,,12,0.21,0.44,0.15,0.15,0.6922406590856347,0.01688305839335303,0.15,0.0,0.6419853794383847,0.005004211204815424,0.15,0.15,0.644048503133,0.0337578743479,0.1,0.0,0.7316036203295428,0.00423768559787006,0.0,0.0,0.7161452773265259,0.0010687767111583622,0.15,0.0,0.5686423764214433,0.002386406621464321,0.05,0.0,0.6000278486887909,0.0021137110403710467,0.9891304347826086,0.8164424004996309,0.16666666666666666
C0497552,Congenital neurologic anomalies,,19,0.03,0.19,0.1,0.0,0.8787282941777323,0.002649176915254773,0.1,0.0,0.7983169282198905,0.002502170430363297,0.05,0.0,0.8361013093140001,0.0017146707047100002,0.05,0.05,0.8605186182561054,0.0047963213656715955,0.0,0.0,0.5938956727644162,0.0006426631120311715,0.0,0.0,0.517964759959142,0.00035829094987574245,0.05,0.0,0.7568947906026557,0.002445689618046555,0.9831629585087192,0.9133926551542116,0.08187134502923976
C1857657,Decreased subcutaneous adipose tissue,,13,0.29,0.05,0.0,0.0,0.8399183067211288,0.002413112194790078,0.0,0.0,0.8723635350909765,0.0017063688524058677,0.0,0.0,0.794840790939,0.00114345690423,0.15,0.0,0.8710963609357594,0.004451269245901582,0.0,0.0,0.7289477348681767,0.0015495734718146672,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.0,0.0,0.7213005941329373,0.001646971699842326,0.9829205807002562,0.9450192432648572,0.1282051282051282
C1857656,Precociously senile appearance,,18,0.25,0.12,0.45,0.1,0.9560494916198524,0.07155392944386718,0.4,0.15,0.947975764891592,0.05406135939169536,0.4,0.1,0.9149658758529999,0.0224697596002,0.15,0.05,0.9209132271693208,0.007476040919565677,0.05,0.0,0.7857003574910626,0.004010340537263122,0.05,0.05,0.5183620409489763,0.004624374246724266,0.1,0.0,0.8676238451181579,0.0025154203384210147,0.9712108382726504,0.9060992501313464,0.1111111111111111
C1856786,Hypoplastic fingernails,,11,0.12,0.37,0.2,0.2,0.6885674835236238,0.058526302857502134,0.2,0.2,0.6675960735171261,0.04515586384027141,0.2,0.2,0.628632924905,0.023786954705599998,0.2,0.1,0.6608024691358024,0.035392896283235366,0.1,0.1,0.5873804882576813,0.007893845726051278,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.1,0.1,0.5751624431448993,0.10023839995169552,0.9871794871794872,0.9757758428220584,0.09090909090909093
