,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C1857206,Laterally sparse eyebrows,16,"{'cell development', 'regulation of multicellular organismal development', 'regulation of multicellular organismal process', 'ribonucleoprotein granule', 'MLL3/4 complex', 'negative regulation of synaptic vesicle transport', 'anatomical structure development', 'negative regulation of synaptic vesicle exocytosis', 'Rap protein signal transduction', 'cytoplasmic ribonucleoprotein granule'}",0.0,14,"{'GTP binding', 'Ras protein signal transduction', 'GTPase activity', 'purine ribonucleoside binding', 'guanyl nucleotide binding', 'purine nucleoside binding', 'guanyl ribonucleotide binding', 'nucleoside binding', 'ribonucleoside binding', 'small GTPase mediated signal transduction'}"
C1865014,Long philtrum,744,"{'cell part', 'biological_process', 'cellular_component', 'intracellular organelle part', 'protein binding', 'developmental process', 'multicellular organismal process', 'anatomical structure development', 'organelle part', 'cellular process'}",0.20653973509933773,2171,"{'positive regulation of biological process', 'response to stimulus', 'response to chemical', 'response to organic substance', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'cellular response to organic substance', 'cellular response to stimulus', 'cellular response to chemical stimulus'}"
C0085159,Seasonal Affective Disorder,165,"{'regulation of circadian rhythm', 'regulation of glucocorticoid receptor signaling pathway', 'circadian regulation of gene expression', 'signaling receptor activity', 'circadian rhythm', 'rhythmic process', 'multicellular organismal process', 'photoperiodism', 'molecular transducer activity', 'negative regulation of glucocorticoid receptor signaling pathway'}",0.012121212121212121,2,"{'hormone activity', 'G protein-coupled receptor activity', 'signaling receptor activity', 'transmembrane signaling receptor activity', 'bioactive lipid receptor activity', 'positive regulation of cell division', 'cellular calcium ion homeostasis', 'G protein-coupled receptor signaling pathway', 'G protein-coupled receptor internalization', 'molecular transducer activity'}"
C0339535,"Night blindness, congenital stationary",54,"{'sensory perception', 'detection of abiotic stimulus', 'detection of external stimulus', 'detection of light stimulus', 'sensory perception of light stimulus', 'visual perception', 'response to light stimulus', 'phototransduction', 'response to radiation', 'rhodopsin mediated signaling pathway'}",0.0,11,"{'phosphatidylinositol-3-phosphate biosynthetic process', 'fibroblast growth factor binding', '1-phosphatidylinositol-3-kinase activity', 'transmembrane receptor protein tyrosine kinase activity', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'fibroblast growth factor-activated receptor activity'}"
C0677050,Manganese Poisoning,577,"{'regulation of reactive oxygen species metabolic process', 'positive regulation of calcidiol 1-monooxygenase activity', 'positive regulation of cellular catabolic process', 'positive regulation of catabolic process', 'positive regulation of alcohol biosynthetic process', 'positive regulation of vitamin D biosynthetic process', 'positive regulation of vitamin metabolic process', 'regulation of catabolic process', 'regulation of cellular catabolic process', 'regulation of protein catabolic process'}",0.0016806722689075631,19,"{'caffeine oxidase activity', 'iron ion binding', 'steroid hydroxylase activity', 'heme binding', 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen', 'monooxygenase activity', 'tetrapyrrole binding', 'exogenous drug catabolic process', 'drug catabolic process', 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen'}"
C0009081,Congenital clubfoot,291,"{'cell part', 'protein-containing complex', 'biological_process', 'cellular_component', 'cellular process', 'cellular component organization or biogenesis', 'molecular_function', 'anatomical structure development', 'anatomical structure morphogenesis', 'cellular component organization'}",0.10920634920634921,1456,"{'regulation of multicellular organismal development', 'cell surface receptor signaling pathway', 'response to chemical', 'response to organic substance', 'regulation of multicellular organismal process', 'regulation of cell population proliferation', 'regulation of developmental process', 'developmental process', 'locomotion', 'regulation of cell migration'}"
C0022658,Kidney Diseases,1106,"{'response to stimulus', 'regulation of multicellular organismal process', 'biological_process', 'developmental process', 'positive regulation of multicellular organismal process', 'multicellular organismal process', 'biological regulation', 'anatomical structure development', 'regulation of biological quality', 'negative regulation of cellular process'}",0.34667922750824304,1753,"{'response to chemical', 'response to oxygen-containing compound', 'positive regulation of biological process', 'response to stimulus', 'response to organic substance', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of gene expression', 'positive regulation of biosynthetic process'}"
C0018784,Sensorineural Hearing Loss (disorder),813,"{'sensory perception', 'cell part', 'sensory perception of mechanical stimulus', 'biological_process', 'cellular_component', 'cellular process', 'sensory perception of light stimulus', 'sensory perception of sound', 'multicellular organismal process', 'nervous system process'}",0.19335793357933578,2421,"{'protein-containing complex', 'metabolic process', 'intracellular organelle part', 'respiratory chain complex', 'cellular response to stimulus', 'respiratory electron transport chain', 'cellular metabolic process', 'mitochondrial membrane', 'organelle part', 'electron transport chain'}"
C0235659,Reduced fetal movement,63,"{'cell part', 'biological_process', 'cellular process', 'cellular component organization or biogenesis', 'muscle filament sliding', 'actin-mediated cell contraction', 'actin-myosin filament sliding', 'contractile fiber part', 'cytoplasmic part', 'cellular component organization'}",0.03768506056527591,708,"{'cell surface receptor signaling pathway', 'extracellular region part', 'glycosaminoglycan binding', 'fibroblast growth factor binding', 'extracellular matrix', 'regulation of developmental process', 'heparin binding', 'growth factor binding', 'regulation of anatomical structure morphogenesis', 'collagen-containing extracellular matrix'}"
C0011881,Diabetic Nephropathy,818,"{'regulation of locomotion', 'positive regulation of locomotion', 'regulation of programmed cell death', 'positive regulation of cell motility', 'regulation of cell motility', 'positive regulation of cellular component movement', 'regulation of cellular component movement', 'regulation of apoptotic process', 'regulation of cell migration', 'positive regulation of cell migration'}",0.3160919540229885,556,"{'extracellular region', 'regulation of locomotion', 'regulation of cell migration', 'positive regulation of cell motility', 'positive regulation of cellular component movement', 'regulation of cell motility', 'regulation of cellular component movement', 'extracellular matrix organization', 'extracellular space', 'positive regulation of cell migration'}"
C0013384,Dyskinetic syndrome,149,"{'axon', 'neuron part', 'node of Ranvier', 'cation transport', 'intrinsic component of presynaptic membrane', 'ion transport', 'inorganic cation transmembrane transport', 'integral component of presynaptic membrane', 'regulation of ion transport', 'metal ion transport'}",0.11507936507936507,132,"{'signaling', 'negative regulation of cation transmembrane transport', 'regulation of ion transmembrane transport', 'regulation of metal ion transport', 'negative regulation of ion transport', 'regulation of transmembrane transport', 'negative regulation of ion transmembrane transport', 'regulation of cation transmembrane transport', 'regulation of ion transport', 'negative regulation of transmembrane transport'}"
C0040433,Tooth Crowding,334,"{'animal organ development', 'cell development', 'animal organ morphogenesis', 'regulation of developmental process', 'developmental process', 'embryonic morphogenesis', 'heart development', 'anatomical structure development', 'anatomical structure morphogenesis', 'negative regulation of biological process'}",0.18,964,"{'animal organ development', 'enzyme linked receptor protein signaling pathway', 'cellular response to endogenous stimulus', 'response to endogenous stimulus', 'positive regulation of signal transduction', 'RNA polymerase II-specific DNA-binding transcription factor binding', 'cellular response to organic substance', 'DNA-binding transcription factor binding', 'transcription factor binding', 'cellular response to chemical stimulus'}"
C0151878,Prolonged QT interval,365,"{'cardiac muscle cell action potential', 'cardiac muscle cell action potential involved in contraction', 'cardiac conduction', 'regulation of ventricular cardiac muscle cell membrane repolarization', 'regulation of membrane repolarization', 'regulation of heart rate by cardiac conduction', 'regulation of heart rate', 'regulation of heart contraction', 'multicellular organismal signaling', 'regulation of blood circulation'}",0.1581769436997319,67,"{'regulation of ion transmembrane transport', 'positive regulation of voltage-gated potassium channel activity', 'ion channel activity', 'potassium ion transport', 'positive regulation of potassium ion transmembrane transporter activity', 'dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity', 'sulfonylurea receptor activity', 'substrate-specific channel activity', 'passive transmembrane transporter activity', 'channel activity'}"
