Disease ID,Disease Name,Associated Gene IDs,splits
C0037932,Curvature of spine,"10020,10084,10108,10225,10262,10459,10484,10491,10516,10682,10683,10743,10815,10984,11160,1134,1146,1277,1278,1280,1281,1289,1290,1291,1292,1293,1311,1387,1487,1501,1513,175,1756,1798,1804,1836,1861,1947,2033,207,2072,2132,2146,2175,2176,2177,2178,2187,2188,2189,2200,2218,2239,2245,2261,2273,22827,2290,22930,22931,2314,2316,2317,23203,2332,23483,23522,23529,23545,23742,2395,2517,2571,25782,2588,25942,26053,26137,2617,26229,26353,2643,2719,2720,27229,274,28952,28982,29089,2972,2990,29954,29968,3190,3239,3295,3339,3417,3418,3425,3476,3481,35,3549,3653,3664,3679,368,3756,3759,3763,3798,3835,3845,3954,3955,3977,4010,4088,4204,4222,427,4322,4352,4534,4593,4621,4625,4633,4654,4692,4703,4758,4763,4784,4853,4854,4882,4893,4920,4921,4952,5034,50814,51062,51067,51114,5116,5130,51360,5144,51574,51604,51684,51715,5238,5290,5351,5352,5376,53834,5424,54332,54453,5447,54499,545,54551,5479,54808,54840,54941,55120,55209,55215,55275,55699,5573,55764,5604,5605,5648,5727,5728,5781,58,5831,5832,5888,5889,5894,5906,5908,5913,5922,5979,60,6016,6023,6197,6261,6305,6399,6424,6445,6473,6496,6497,6567,6597,6598,6605,6628,6638,6654,6655,6662,6664,6678,6687,673,675,6774,6792,6885,6899,6911,7040,7042,7046,7048,7136,7140,7169,7170,7227,7274,7317,7337,7403,7468,7469,7471,7516,7681,7840,8085,8139,8200,8216,8289,8292,8443,8450,8517,8518,860,8642,8643,871,875,8815,8818,8838,8867,8898,8905,8924,8985,90,9037,9131,9200,9244,9361,9378,9401,9469,9531,9570,9573,9829,9871,9897,9927,9968,9990",none
C0030305,Pancreatitis,"10165,1080,1175,1268,1269,1629,213,2538,2542,26160,26471,3082,3117,3123,344,3630,4023,4353,4512,4513,4514,4535,4538,4540,4541,4558,4564,4567,4572,4574,4575,4578,4594,5095,5096,5205,5244,5530,5644,5743,593,594,6690,6750,7442,846,857,875,885,9056,9075",9
C1846226,Mineralocorticoid insufficiency,"1583,1584,1585,190,2908,326,3284,3291,4306,6338,6340,8086",5
C4072831,Delayed closure of the soft spot on the skull,"10484,2316,4313,443,5195,5824,6197,6905,8815,9509,9968",7
C4025845,Abnormality of the iris,"10716,2200,2301,4015,4088,4629,4638,5592,59,7042,7043,7046,7048,8076",none
C1846950,Short middle phalanges,"1300,1836,2261,3549,4297,4920,5906,5908,658,7403,8085,8200",1
C2132198,Abnormal blistering of the skin,"10312,10320,1186,1230,1294,1308,1371,1475,1736,1893,2623,26277,2697,2707,29887,3106,3119,3123,355,3586,3592,362,3815,3848,3852,3853,3854,3858,3861,3868,3872,3909,3914,3918,4210,4312,5073,51750,51752,5339,5498,55135,55505,55612,55630,55651,6775,7012,7015,7099,720,7390,8302,8517,8600,9333",none
C0334008,Pachyderma,"100,10060,10982,1277,2200,3561,3575,3815,3981,4053,4089,4313,51151,5155,538,55636,5896,5897,6023,7390,9719",none
C0234958,muscle degeneration,"10133,10479,10558,10801,10891,10939,11160,11284,11285,1140,1145,1280,1292,132,1374,1497,158,16,1610,1639,1760,2043,2065,2066,2218,2273,23025,2316,23230,23347,23396,23435,2483,2521,25915,25978,26235,2632,2673,2720,2733,2778,283,28982,29078,29110,2992,29920,29978,3074,3094,3178,3181,3339,3643,367,3679,4000,4204,4509,4534,4567,4694,4709,4715,4719,472,4720,4722,4723,4724,4726,4729,4744,4758,4967,50484,50846,50940,51010,51103,51761,5191,5213,5216,5255,5264,5296,5339,5354,54209,5428,5444,5445,5446,54463,547,54820,54902,55033,55131,55157,55526,55572,5566,5573,5630,5696,5832,6261,6311,6335,6445,649,6567,6647,7040,7148,7167,7169,7415,7436,7486,767,8622,8802,8803,8878,8988,9049,9056,9131,9197,9217,9499,953,966,9782,9896,9990",none
C0677050,Manganese Poisoning,"1317,1565,23400,3064,3458,3553,4843,5071,6622,664,7124",1
C0008372,Intrahepatic Cholestasis,"10165,1174,1958,23600,4094,4097,5205,5244,6309,6718,8647,9414,9420",2
C4072823,Broad cranium shape,"10084,10265,10743,10752,1301,1380,1513,158,175,1947,2077,2132,2200,2201,2218,2260,2261,2263,22930,22931,2314,23495,2517,2563,25782,25836,26040,26137,26229,2623,2697,27445,2892,29851,29940,3054,3981,4041,4094,4204,4247,4313,471,473,4790,4791,4990,51,51185,51317,5144,51594,51604,51651,51715,538,54187,5447,54499,55209,5573,5580,5745,5832,5885,6492,6497,652,6938,701,7291,7337,7518,7545,8092,8243,8514,8742,9126,930,931,9469,9487,975,9895,9897,9939,9990",none
C1860834,Infantile muscular hypotonia,"1277,1289,1290,2261,2593,3679,4204,5194,546,54658,6821,7227",7
C0016689,Freckles,"10058,1019,1029,1030,1032,1161,1643,2068,2071,2072,2073,2074,25913,3257,4157,4255,4286,4763,4935,4948,54386,5573,5781,5894,673,6885,7015,7299,7306,7507,7508,8314,8626",3
C0018965,Hematuria,"10413,10686,11277,1282,1285,1286,1493,1776,189,2155,2243,23607,2542,25974,26191,2717,3043,3075,3115,3162,3251,335,353,374569,4010,4069,4627,4643,5328,5443,5657,567,7248,7249,7372,9380",2
C0013386,"Dyskinesia, Drug-Induced","1812,1813,1814,2354,2571,2643,2668,5173,5179,5923,7054,847,8787,885,9456",4
C4021792,Abnormality of the clavicle,"1513,1836,2138,2260,2261,26160,3425,4041,4982,5075,50964,51626,55112,9742",8
C0004509,Azoospermia,"1080,1617,190,213,23414,2488,2516,2626,286,3077,367,4214,50511,51741,55240,5940,596,6342,641,6662,6736,6845,6875,8284,8287,8653,9081,9082,9083,9084,9085,9426",8
C2675111,Abnormal eyelashes,"10804,1281,1289,23347,2483,26191,2706,27229,355,3887,3889,3892,5333",1
C0040588,Tracheoesophageal Fistula,"1535,1536,1736,2072,2175,2176,2177,2178,2187,2188,2189,23384,26277,26281,2737,3239,4281,4613,4688,4689,5073,5125,51750,55120,55135,55215,55505,55636,55651,5889,5979,6657,675,7012,7015,7547,8516",3
C0239105,Conjunctival telangiectasis,"1643,2022,2068,2071,2072,2073,2717,472,5111,5476,5648,7507,7508,94",2
C0015934,Fetal Growth Retardation,"10013,10102,10269,1028,10293,10370,10535,1062,10683,10733,10752,10815,10847,1134,1144,1146,1161,1312,1399,1482,1487,1501,16,1663,1717,1736,182,183,1836,2006,2067,2068,2073,2074,2121,2260,2261,22930,22931,22995,2317,2332,23363,23414,23483,23545,23592,23594,25782,25836,25942,26123,26227,2626,2627,26277,2629,2645,2657,2702,27229,2737,2746,284276,29968,3239,3479,3480,3481,3508,3630,3643,3651,3767,3800,3954,3955,3977,3981,4000,4089,4173,4591,4593,4654,4683,4838,4846,498,4998,5000,5034,50485,5073,51085,5116,51185,51199,51259,51360,5144,5147,5155,5159,51626,51750,5295,5325,538,53834,54101,545,54809,54888,54903,54968,55135,55505,55640,55651,5573,5594,5723,5781,5828,5830,5831,5832,5885,5894,5913,5925,5932,5972,613,617,6223,6309,641,6469,6499,6575,6595,6597,6598,6605,6628,6647,6664,673,6833,6888,6905,6909,6911,701,7012,7015,7020,7468,7469,7476,7518,7737,8091,8241,8243,8289,8788,8985,9037,9126,9150,9213,9401,9496,9640,9652,9702,9791,9820,9871,9896,9897,990,9928",none
C0553706,SERUM PHOSPHATE ELEVATED,"10269,27315,2767,2778,4000,4982,5144,5573,5741,6261,6905,846,8675,9247",none
C0155320,"Blindness, Cortical","10087,1678,1729,22930,22931,25782,271,396,440,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4575,4577,4578,4668,5277,5428,6323,776,7994,8813,8869",1
C0231807,Dyspnea on exertion,"10019,1340,1352,1727,1763,2200,22868,2301,3717,4015,4088,4629,4638,51204,5592,59,6341,6440,7015,7042,7043,7046,7048,8076",2
C1832446,Sparse eyebrow,"1001,10161,10269,10682,10804,10913,11005,11285,1832,1896,1909,1954,22845,25942,25959,2706,2972,3675,3728,3872,4000,51360,54345,54453,5818,6023,6144,6234,6303,6635,6654,6655,7227,7403,8085,8260,8626,8815,9076,9419,9469,9759,9896",3
C4280808,Abnormally small eyeball,"10013,10413,10585,10586,10682,10716,10733,10982,11023,1605,1806,2067,2068,2071,2073,2074,2175,2176,2177,2178,220,2218,2260,22930,22931,2301,23322,23347,23426,257,25782,25942,26022,26227,2697,27077,27229,2736,2737,29954,30062,3052,3149,3166,3265,3516,3845,4041,4329,4693,4810,4851,4893,4952,4990,5015,5076,51057,51259,51360,5147,51684,5290,5309,54567,54880,54903,55624,55636,5727,5915,5925,5932,5950,6469,6496,652,6608,6657,668,6913,699,701,7020,7473,8092,8260,8517,8643,9150,9184,9215,9401,9573,9640,9702,9723",2
C0028754,Obesity,"10002,10108,10135,10210,10297,10461,10594,1066,10743,10806,10840,10908,11020,114294,1149,125,1258,1259,1268,129787,132789,133522,1350,1361,1363,1401,1406,142,1431,1489,1499,151742,1520,1528,153,154,155,1571,1581,1588,1649,1728,1806,181,1892,1947,1954,196,196475,2006,2033,207,2099,2110,2147,2166,2180,2194,2261,22954,23020,23040,2309,23096,2314,23216,23394,23410,23411,23418,23568,23590,23742,23788,24,24148,2512,2556,257194,25794,25942,25970,26121,26160,26291,2641,26608,2673,2688,27125,27241,27316,2752,2778,2784,2876,2878,29072,2969,2979,3033,30813,3099,3148,3162,32,3215,3290,3309,3356,3358,3383,34,3420,348,3481,3485,353126,3569,3614,3620,3630,364,3653,3667,3929,3949,3952,3953,3984,4000,4023,404683,406960,406991,407040,4117,412,4159,4160,4199,4318,4329,4340,4594,4692,47,4751,4808,4864,4867,4886,4889,4901,4915,5054,50939,5105,51057,51085,51181,5122,5144,5145,5148,5158,5167,51715,51738,5209,5346,5367,54,54205,54361,5443,54551,54585,5465,5467,5468,54903,55212,55624,55690,5573,5577,5583,56603,56623,56694,5697,5728,5743,5770,582,583,585,590,5949,5961,5982,5995,6010,6017,6094,6100,6101,6102,6103,6121,6295,6303,640,6473,64756,6492,6580,6638,6647,6648,6720,673,6899,6926,7018,7037,7124,7133,7275,7287,7337,7350,7351,7352,7385,7399,7401,7436,7439,7442,7461,761,762,7681,779,79047,79068,79661,8165,8195,834,8431,8450,8481,8522,8644,8801,8803,8842,8856,8924,9031,9128,9129,9194,9227,9370,9563,9569,9607,9672,9742,9759,9970",7
C0206686,Adrenocortical carcinoma,"1028,1029,10984,1499,1616,1956,324,3480,3481,3784,4221,5243,5925,6240,6678,673,7015,7153,7157,8314,84133,9968",3
C0038587,Substance Withdrawal Syndrome,"10550,107,1133,1138,1139,114,1141,1143,1268,134,135,1385,1392,1401,1813,2166,2353,2770,2775,2778,2890,2891,2903,3060,3061,3269,3274,3358,3440,4318,4843,4852,4885,4887,4985,4986,4987,5187,5368,5443,551,5594,5595,5617,5972,627,6529,6532,6869,8863,8864,887,8973",0
C4020813,Increased gastric cancer,"10395,1499,1630,2033,207,2261,2956,324,3815,4292,4436,4893,5156,5290,6389,6390,6391,6714,701,7157,8313",4
C0027796,Neuralgia,"1586,177,2674,2915,3146,4914,4988,51083,6335,6336,6863,7124,781,7852",9
C0221357,Brachydactyly,"10370,10617,10743,10806,10847,1280,1300,1301,1302,1311,1482,1513,176,182,1836,1855,1947,1954,2121,2200,2245,2261,2263,22856,22858,23111,23129,2314,2316,23169,2317,23384,23414,23522,2563,257,25886,25942,26123,26160,2626,2627,2657,2690,2702,27125,2778,2879,28960,3209,3239,3516,3549,3636,3643,3694,3759,3930,4000,4053,4054,4089,473,4851,4853,4882,4920,5077,51021,51098,5116,5130,5139,5144,5159,51594,51626,51684,51715,526,5307,54567,54585,546,54928,55112,5573,5604,5727,5744,5781,582,585,5925,5980,6023,6197,633,6473,6497,650,652,658,6595,673,6913,7048,7291,7474,8195,8200,8242,8243,8481,8514,860,8643,9060,9241,9361,9419,9451,9469,9742,9759",0
C4072835,Kinky hair texture,"10161,1824,1832,1947,25959,3265,3728,51702,538,6499,7053,8139,9652",none
C1384666,hearing impairment,"10058,10084,10087,10262,10312,10397,10617,10682,10743,10752,10804,11107,11340,1174,1186,1277,1278,1280,1285,1286,1288,1300,1387,1663,1687,1717,1786,1836,1908,1910,2033,204,2068,207,2071,2072,2073,2074,2138,215,2175,2176,2177,2178,2182,2239,2261,2263,22854,2290,22953,2296,2316,2332,23522,23562,23630,242,2517,253827,2548,2581,25861,2588,25942,26137,26154,26277,2629,2706,2719,2720,27445,2778,2799,285590,29887,2990,3035,3052,3371,3423,3425,348,3694,3735,3954,3981,4038,407053,4089,411,4126,415,4204,4222,4256,443,4509,4567,4613,4621,4668,4669,4784,4853,4908,4920,4982,4998,50484,5077,50945,50964,51185,51360,5144,51475,5172,5184,5205,5277,5290,5308,5376,5422,5459,5476,54880,54888,54928,55005,55315,55636,5573,5631,5648,5728,5745,598,6103,617,6299,6309,6390,6391,6392,6448,6495,6597,6598,6605,6647,6657,6662,6663,6664,673,6731,6772,6792,686,6913,6938,695,7040,7051,7068,7084,7099,7276,7291,7403,7466,7468,7469,7545,776,8085,8260,8289,8398,8481,860,8600,8626,8942,8985,90,9131,9132,9197,9401,9414,9445,9469,9573,9723,9896,9949,9968",none
C0029463,Osteosarcoma,"10210,11200,1576,1719,1956,1965,2101,2146,23476,2348,2914,2950,3725,3756,4000,4015,406900,406920,407050,4193,4233,4313,442894,442901,4486,4609,54880,5925,5981,5996,6223,648,7001,7157,7262,7422,7486,8148,85417,860,8792,8856,9183,9401",4
C0035304,Retinal Degeneration,"10560,10585,10594,10806,1200,1203,1356,1406,145226,1509,1524,2218,22897,23322,2512,26160,2668,29954,3028,338,4000,4901,5158,5191,5264,54585,54806,54982,5538,55624,57560,582,583,585,596,6010,6103,6121,6247,6347,64802,6647,7287,7486,8195,84839,9128,9215",6
C1854919,Severe psychomotor retardation,"10436,10479,10535,10617,10716,11019,1501,158,1859,2067,2068,2073,2074,2261,23556,25782,2752,3763,3912,4204,4915,50,51,51199,5189,5190,5192,5193,5194,5195,54808,55624,55670,5824,5828,5830,6197,6567,6812,701,8504,8573,8799,8813,9037,9409,9896",none
C1850049,Bilateral fifth finger clinodactyly,"10084,10225,10293,10370,10436,1062,10733,10743,10847,11133,1301,1387,1399,1482,1798,182,1836,1947,2006,2033,2121,2122,2239,2245,2255,2261,2263,22854,2290,22931,22995,2314,2317,23384,23414,23483,23556,2563,25836,2626,2627,2657,26608,2697,2702,2719,2969,3207,3209,3239,3479,3481,3549,3759,3897,3981,3984,4010,4204,4297,473,4920,4998,5116,51715,5307,545,54880,54888,5594,5648,5745,5885,5925,5932,5982,613,6299,641,6469,6473,6497,650,658,6628,673,6792,6899,6913,7020,7021,7227,7291,7337,7461,8200,8243,8260,8450,8481,8514,90,9031,9126,9487,9569,9759,9775,9820,9939",0
C0040136,Thyroid Neoplasm,"1437,2056,2057,23476,3091,3248,3265,3440,3553,3569,3576,3627,3845,4000,5154,5168,5468,5728,5743,5909,595,5979,6256,6347,6392,6528,673,7015,7124,7157,7170,7175,7253,7799,80142,8031,83439",1
C1855062,Large dysplastic ears,"10084,10195,10269,10297,10479,1134,1193,182,2006,207,2138,2146,2263,22930,22931,2316,2332,25782,25885,25942,25974,26137,26227,26608,27316,2736,27445,29072,29123,2969,3643,3675,3758,3845,3984,4000,4125,4204,4247,4256,440,4683,4693,4810,4983,5063,5075,50945,5295,5314,5373,547,54820,55690,5604,5605,5696,5727,5728,5818,5832,5906,5908,5982,6299,6492,652,6567,673,6748,6901,7227,7403,7461,8036,8085,8242,8260,8573,867,8905,9031,9049,9569,9640,9791,9990",none
C1851868,Reduced tensile strength of hair,"1001,10084,10161,10269,1041,10484,10804,11005,1896,2068,2071,3845,3887,3889,3891,3892,5604,5605,617,6499,673,7737,875,9401,9652",none
C0685695,Abnormal lung lobation,"1717,207,2239,2294,2657,2719,2737,3930,5728,7473",8
C0004782,Basal Ganglia Diseases,"10367,1565,1813,1814,3356,5155,5159,5617,6575,7084,80704,8622,8803,9213",5
C4022018,Telangiectasia of the skin,"1235,1281,1289,1490,1540,1643,1736,2022,2068,2071,2072,2073,26277,2658,2717,3123,3663,3930,4000,4089,4668,472,5073,51750,5290,54345,55135,55505,55612,55651,5921,7012,7015,7428,7486,7507,7508,8517,857,94",1
C0023467,"Leukemia, Myelocytic, Acute","10125,1021,10437,1050,1052,10634,10801,10919,11040,11168,113,11326,1269,1436,1437,1440,1471,1495,1512,1522,1612,1665,1736,1902,1978,2026,2078,2120,2274,2308,2322,23365,26040,2623,2624,26511,2672,2969,3005,3006,302,307,308,3082,30845,309,3205,3315,3398,3417,3418,355,366,3717,375790,3815,3845,4026,4066,4233,4291,4297,4330,4599,4609,4629,4763,481,4869,4928,51119,51341,5142,51510,53826,5457,54904,55252,55740,58508,596,5997,60468,6279,6281,64324,6446,6455,6678,6688,6774,6840,6919,7200,7204,7249,7280,7490,7837,79870,8021,8028,81552,81848,822,824,8301,840,861,862,8623,864,865,8743,8833,8847,894,9145,9163,928,945,960",8
C4020855,Respiratory function loss,"10262,10290,10683,11019,1140,1144,1145,1277,1278,1281,1289,1301,1302,1303,1305,1373,1376,1439,1493,1593,1636,1639,1785,183,1836,185,1908,2200,2218,2260,2261,2273,2318,23224,23321,23396,23529,2548,26160,26191,2668,2752,29954,3115,3339,3636,3717,3763,3955,3977,3981,4000,4141,4204,427,4352,440,4512,4513,4514,4535,4538,4540,4541,4552,4558,4564,4567,4572,4574,4575,4578,4593,4615,4625,4654,51,51010,51117,51626,5189,5190,5191,5192,5193,5194,5195,5250,5314,5351,5352,54790,54888,54919,54968,55112,55670,5631,5657,5660,58,5813,5824,5828,5830,5913,5972,6023,6261,6576,6616,6662,667,7138,7169,7170,7443,7840,8292,8504,8799,8929,90,9056,9131,9244,9409,9531,9742",8
C1849538,Delayed eruption of primary teeth,"10743,1161,1513,1909,2074,2255,2261,2263,2314,860",1
C0345397,Accessory rib,"25836,4990,5077,51684,5727,6497,6657,7704,8517,8643",0
C0027726,Nephrotic Syndrome,"1277,1282,1284,1285,1286,1287,2,213,2152,2243,2247,2262,2335,2625,26503,2717,27235,2934,2981,3123,3291,335,3558,3913,396,4010,4069,4210,462,4643,4690,4868,50485,5054,5076,51004,51196,5373,54443,5580,567,5800,595,6648,7018,7040,718,7225,7490,7827,843,8440,8526,9096,914,950,9640",9
C0154835,Retinal telangiectasia,"2483,4508,4512,4514,4519,4535,4536,4538,4539,4540,4541",none
C0002622,Amnesia,"10280,11255,1437,2770,2773,2922,351,3552,3558,3569,4803,5173,5443,551,5550,6863,7200",5
C0231791,Toeing-in,"10815,1487,1717,2146,2201,25782,26137,26229,2990,3954,4621,4626,4921,51715,5189,53834,5828,5830,6497,7136,7140,7169,7468,9469",6
C0243050,Cardiovascular Abnormalities,"11231,1291,1292,1293,1811,183,1832,1906,1908,203286,207,2253,2303,2313,2624,2668,3090,3481,429,4625,4763,4843,5048,5290,5589,5728,5979,627,64220,7531,8929",0
C0004134,Ataxia,"131669,1356,1960,22,2554,2557,348980,372,4864,538,6334,6513,773,785,9254",4
C0349506,Photosensitivity of skin,"10058,10108,10654,1161,1371,1535,1536,1643,1717,2067,2068,2071,2072,2073,2074,212,2235,23742,2554,2566,25939,2623,2697,2707,3653,3981,4598,4688,4689,4692,5111,5184,5429,54551,5498,55612,6323,6324,6326,6335,641,6638,6812,720,7389,7390,7507,7508,7518,7681,7737,7957,8626,8924,9401",6
C0524620,Metabolic Syndrome X,"1401,23411,3159,3358,3569,3606,3630,3636,3929,3952,4846,5444,56729,57761,6347,6462,79661,8856,9370,9970",9
C1839326,Abnormally-shaped vertebrae,"10683,10743,10815,1301,1302,1487,1836,207,2077,2260,2261,2313,2314,2316,3954,3955,4041,4352,4758,5034,5144,53834,5573,5728,6197,6885,6916,7421,7468,7469,9871",2
C0038271,Stereotyped Behavior,"10087,10479,10577,10743,10815,11133,1387,1487,2033,2290,2314,23394,23435,2563,25978,27086,2896,3954,4137,4204,4208,4247,4693,473,4952,53834,54209,5625,5663,6497,6535,6638,6792,7415,7468,8260,8514,8878",9
C1867955,Increased incidence of hepatocellular carcinoma,"10165,1499,182,2184,23534,2538,2542,3077,3145,324,3481,3482,3592,3594,3663,4233,5157,5265,5290,5450,6689,7157,7389,8312,841,8647,9966",1
C4280495,Concave bridge of nose,"10000,10060,10082,10195,10225,1028,10472,10743,10801,10913,1280,1301,1302,1717,175,178,1789,182,1836,1896,1917,1954,2006,207,2108,2109,2110,2138,2146,2182,2200,2239,2260,2261,2263,2271,2290,22930,2314,2316,2317,23384,23426,23556,23630,2535,2563,25782,25836,26040,26229,2629,2697,2719,27245,2736,2737,27445,2752,2778,2799,2879,28952,3043,3070,3265,3295,3373,3425,3636,3643,3756,3832,3835,3845,3930,3981,4036,4094,411,415,4204,4208,4256,4329,4591,4593,4654,4668,4683,473,4763,4784,4882,4920,4921,50485,5075,5077,50964,51,51025,51085,51259,5144,51604,51715,5184,5189,5190,5191,5192,5193,5194,5195,5277,5290,5296,5351,5373,5447,5449,546,54888,5495,55112,55180,55209,55636,55670,55699,5573,5604,5605,5728,5745,5824,5828,5830,5885,5894,5913,6023,6197,6473,6497,6519,6597,6598,6605,6654,6662,6664,668,673,6888,6905,701,7020,7021,7050,7252,7291,7319,8243,8260,8289,8443,8504,8514,860,8626,867,8675,8799,8813,894,9126,9244,9321,9342,9361,9409,9419,9451,9469,9487,9581,9723,9759,9786,9820,9841,9897,9949,9968",1
C0016059,Fibrosis,"10159,111,1134,1277,1278,1281,1440,150,152,154,1588,1634,183,207,213,2235,23411,284,2879,3162,3553,3557,3565,3816,3953,406991,406999,472,4881,5155,5294,54974,5609,5743,5972,6648,6774,7040,7057,7124,80310,8877,894",5
C1837066,Recurrent viral infections,"100,10892,2624,3559,4173,4261,4860,5896,5897,5993,5994,6789,7297,8625,925",8
C3150077,"Short stature, mild","1277,1278,1280,1298,1299,1300,1311,2121,2245,25914,3423,5144,5573",none
C1856661,Cloudy cornea,"1161,19,2074,2301,2588,2629,26610,2720,326,3425,3931,3977,411,412,4668,4693,4914,50485,5080,51360,51715,5189,5309,5422,5476,55624,5828,5830,6309,6399,7045,7490,9640",9
C0427065,Distal muscle weakness,"10020,10280,10397,10558,10908,1291,1292,1293,1410,16,1639,1674,1778,1785,1890,19,1959,23064,23095,2617,26278,26353,26580,2705,274,283,28982,3098,3315,3508,4000,4358,4359,4625,4668,4747,50717,50846,51651,5376,538,5428,54332,5631,58,6663,7072,7273,7415,7879,8106,8139,8291,8565,8898,9131,9499,9516,9517,9782,9896,9927",4
C0025362,Mental Retardation,"10000,10002,10075,10083,10084,10087,10111,1013,10134,10157,10159,10166,1021,10210,10225,10293,10295,10297,10413,10459,10461,10466,10472,10483,10518,10522,10555,10564,10577,10585,10594,1062,10664,10682,10715,10716,10733,10743,10771,10806,10841,10847,10908,11005,11020,11043,1106,11133,11141,11152,1120,1130,1139,1161,1174,1183,1187,1188,1201,1203,1258,1259,1281,1282,1340,1352,1355,1373,1387,1399,1406,1499,158,1591,1593,1605,1629,1641,1654,1663,1717,1727,1736,1741,175,1756,1759,1763,1778,1789,1798,1804,1806,1807,1855,1859,186,191,1917,1947,1954,2006,2018,2033,2055,2068,207,2071,2072,2073,2074,2131,2138,2146,2175,2176,2177,2178,2182,2187,2188,2189,2218,224,2245,2260,2261,2263,22854,22866,22868,229,2290,22930,22954,22978,2299,22995,23020,2304,23040,23090,23096,23126,2313,23133,2314,2316,2317,23189,23203,23247,23259,23312,23314,23322,23325,2334,23384,23394,23418,23426,23443,23474,2348,23503,23522,2353,23545,23556,23568,23636,24,24137,24140,24148,242,2483,2517,2554,2562,2563,257,2571,25782,25794,2582,25836,2592,2593,25942,25970,25974,26005,26040,26047,26053,26121,26123,26128,26137,26160,26227,2623,2627,26277,26278,2628,2632,2645,26503,2653,26580,26608,2664,2697,2702,2703,27077,27086,27089,2710,27125,2720,27229,27235,27241,27245,27249,2731,2746,275,2776,2778,2799,2821,286,288,2892,28952,2898,2902,2904,29072,29089,2911,29123,2937,2969,2972,2979,2990,29925,29926,29954,3000,3028,3033,3039,3040,3054,3070,3149,3172,3190,3251,3265,3339,3340,3420,3425,3476,3479,3480,351,359,3614,3679,3694,3703,3708,3748,3758,3766,3767,3785,38,383,3845,3897,3908,396,3981,3984,4036,4089,4094,410,4117,412,4125,4126,4204,4212,427,429,4297,4337,435,443,445,4548,4594,4598,4613,4644,4647,4668,4669,4683,4695,4704,4705,4722,4724,4728,473,4751,4758,4763,477,4784,4810,4860,4864,4867,4893,4901,4914,4920,4952,4976,4983,4998,5009,501,5048,50484,50506,5053,5063,5073,5075,5076,5077,5080,50814,5091,50939,5095,5096,50964,51057,51067,51085,51099,51114,51119,51124,51128,51132,5116,5119,51204,51259,51305,51360,514,5144,5145,5148,51524,5158,5160,51651,51715,5172,51741,51750,51761,5191,5193,5230,5238,5290,5325,5354,538,540,54101,54187,5422,5447,54487,5449,54499,545,54551,54585,546,5468,54704,54716,54757,5476,54805,54806,54808,54880,54888,54903,54941,55120,55131,5518,55180,55209,55212,55215,55275,5528,55280,55315,5538,554,55505,55572,55624,55636,55651,55690,5573,5594,5602,5604,5605,5625,5626,5631,5648,5723,5727,5728,5813,5818,582,5828,583,5830,5831,5832,585,5860,5888,5889,59,5925,593,5932,594,5949,5961,5979,5982,5995,60,6010,6017,6023,6094,6100,6101,6102,6103,6121,613,617,6197,627,6295,6299,6323,6334,6341,6389,6390,6391,6392,6448,6469,6491,6496,6497,6509,6513,6528,6535,6557,6597,6598,6605,6608,6609,6611,6628,6638,6660,6663,6664,6683,6697,673,6748,675,6792,6833,6834,6855,6873,6898,6899,6905,6927,6948,699,701,7015,7025,7038,7102,7173,7200,7227,7248,7249,7253,7275,7287,7319,7337,7399,7401,7403,7436,7439,7443,7461,7466,7474,7490,7507,7516,7518,7546,7552,7592,760,762,767,7704,7737,7809,7915,7991,7994,8022,8036,8050,8085,8086,8092,8139,8195,8214,8220,8239,8243,8260,8289,8398,8443,8450,8481,8492,8514,8517,857,8573,8642,8659,8671,8738,875,8777,8820,8831,8842,8867,8924,8929,8942,9031,9126,9128,9129,9131,9150,9184,9215,9227,9289,9342,9343,9401,9439,9451,9459,9487,9524,953,9533,9569,9640,9702,9711,9723,9731,9742,9758,9759,9786,9791,9829,9841,9897,9939,9968,9990,9993",none
